YearValue,HydroID,Rain
2001,362484,1049.69244
2002,362484,990.1774398
2003,362484,812.8230972
2004,362484,722.7417933
2005,362992,539.1707554
2006,362992,936.2419249
2007,362992,810.2808433
2008,362992,981.5083821
2009,362992,837.815647
2010,362992,728.6505392
2011,362992,726.744186
2012,362992,857.7212063
2013,362992,902.1850923
2014,362992,1116.121255
2015,362992,747.4735394
2016,362992,798.0336451
2017,362992,688.1270558
2018,362992,940.6629793
1990,363098,629.5247088
1991,363098,674.3361161
1992,363098,786.8935018
1993,363098,785.681736
1994,363098,1062.202583
1995,363098,814.0538252
1996,363098,708.6268229
1997,363098,723.976659
1998,363098,842.0627168
1999,363098,1097.116777
2000,363098,1110.938298
2001,363098,1007.069629
2002,363098,935.7863413
2011,362070,739.5574488
2012,362070,861.5490652
2013,362070,879.693163
2014,362070,1077.748798
2015,362070,762.7299631
2016,362070,790.6888481
2017,362070,647.9285724
2018,362070,935.0863085
1990,363596,636.7236747
1991,363596,674.609064
1992,363596,815.4611433
1993,363596,801.976069
1994,363596,1068.78714
1995,363596,822.1520652
1996,363596,726.6596907
1997,363596,745.456443
1998,363596,838.6306838
1999,363596,1087.54758
2000,363596,1103.119622
2001,363596,995.0248756
2002,363596,918.9318336
2003,363596,765.0289946
2004,363596,692.0606799
2005,363596,518.2421227
2006,363596,938.6146048
2007,363596,795.0642412
2008,363596,948.4966328
2011,363390,738.5415282
2012,363390,868.3721496
2013,363390,877.0852702
2014,363390,1089.395821
2015,363390,766.5772327
2016,363390,799.6033967
2017,363390,648.3066231
2018,363390,933.5673475
1990,363414,644.7203848
1991,363414,723.7461099
1992,363414,720.9701374
1993,363414,783.8464915
1994,363414,1092.108425
1995,363414,825.9820927
1996,363414,690.3312209
1997,363414,693.7410681
1998,363414,862.9616845
1999,363414,1168.55193
2000,363414,1178.272652
2001,363414,1065.393876
2002,363414,1002.727419
2003,363414,827.773455
2004,363414,730.3428229
2005,363414,577.3072083
2006,363414,956.6448552
2007,363414,846.9121583
2008,363414,1000.340116
2005,362484,569.3010122
2006,362484,944.9830848
2007,362484,840.4632634
2008,362484,997.3868465
2009,362484,848.8964346
2010,362484,729.171224
2011,362484,739.4918212
2012,362484,862.7085598
2013,362484,876.1170492
2014,362484,1082.040295
2015,362484,764.9587687
2016,362484,795.2033335
2017,362484,646.755229
2018,362484,937.1544243
1990,362497,644.6871333
1991,362497,720.0668222
1992,362497,709.2399784
1993,362497,783.4166366
1994,362497,1092.561839
1995,362497,831.3381218
1996,362497,691.3812414
1997,362497,696.4079279
1998,362497,863.8711795
1999,362497,1173.378391
2000,362497,1183.291918
2001,362497,1069.930668
2002,362497,1009.591116
2009,363242,844.4947388
2010,363242,732.697352
2011,363242,736.5071883
2012,363242,864.0652542
2013,363242,887.98906
2014,363242,1095.43423
2015,363242,761.9047619
2016,363242,797.8044422
2017,363242,661.5944426
2018,363242,937.3652537
1990,363243,637.3648786
1991,363243,680.8000762
1992,363243,798.8113687
1993,363243,796.5207972
1994,363243,1071.581655
1995,363243,819.0813184
1996,363243,715.5327857
1997,363243,732.353932
1998,363243,844.7087444
1999,363243,1092.8484
2000,363243,1110.938298
2001,363243,1004.802958
2002,363243,928.6603146
2003,363243,769.7992364
2004,363243,695.1685784
2005,363243,527.7211943
2006,363243,939.6906538
2003,362497,833.6807003
2004,362497,734.0419285
2005,362497,579.1930682
2006,362497,960.9286414
2007,362497,853.5044894
2008,362497,1003.029148
2009,362497,848.9540886
2010,362497,730.4601899
2011,362497,745.2009062
2012,362497,875.1662816
2013,362497,865.1866208
2014,362497,1073.629512
2015,362497,778.8404623
2016,362497,811.0431637
2017,362497,613.1207848
2018,362497,935.3137042
1990,362498,645.9531038
1991,362498,703.1458746
1992,362498,735.304931
1993,362498,778.2827968
1994,362498,1079.400717
1995,362498,819.8737394
1996,362498,693.4620399
1997,362498,697.0778497
1998,362498,859.8156555
1999,362498,1128.209757
2000,362498,1159.33964
2005,362212,578.9181178
2006,362212,959.5455592
2007,362212,852.20978
2008,362212,1000.30009
2009,362212,848.7955591
2010,362212,728.4382284
2011,362212,742.9641297
2012,362212,872.2045843
2013,362212,880.5452336
2014,362212,1069.724653
2015,362212,777.0128518
2016,362212,809.0876727
2017,362212,612.4073734
2018,362212,933.8114448
1990,362270,643.2522835
1991,362270,702.6123126
1992,362270,723.6623102
1993,362270,775.0496032
1994,362270,1079.167746
1995,362270,819.6721311
1996,362270,689.6932245
1997,362270,692.13732
1998,362270,859.7269507
1999,362270,1135.589371
2000,362270,1159.52784
2001,362270,1050.883793
2002,362270,992.9894942
2003,363098,774.4373712
2004,363098,698.2265047
2005,363098,531.2367191
2006,363098,934.6842637
2007,363098,803.1483415
2008,363098,971.5718089
2009,363098,835.8129116
2010,363098,729.8630777
2011,363098,721.0533147
2012,363098,857.9125272
2013,363098,903.5872413
2014,363098,1117.518216
2015,363098,747.3283013
2016,363098,797.3337161
2017,363098,687.5876674
2018,363098,942.0631182
1990,363116,644.5957096
1991,363116,731.0262146
1992,363116,702.7900766
1993,363116,778.101122
1994,363116,1085.752752
1995,363116,820.5734167
1996,363116,697.8172277
1997,363116,694.2419572
1998,363116,860.7037114
1999,363116,1157.541382
2000,363116,1162.14206
2009,362796,848.4786777
2010,362796,730.129525
2011,362796,744.4907683
2012,362796,876.6393155
2013,362796,873.8967054
2014,362796,1072.662133
2015,362796,778.2827968
2016,362796,810.5961124
2017,362796,611.5459883
2018,362796,934.1429239
1990,362840,643.8984186
1991,362840,722.2511123
1992,362840,704.6123927
1993,362840,782.2277847
1994,362840,1091.059856
1995,362840,830.0546176
1996,362840,691.2760957
1997,362840,695.6231392
1998,362840,863.4534685
1999,362840,1172.827923
2000,362840,1182.284647
2001,362840,1067.600461
2002,362840,1008.735651
2003,362840,833.2777815
2004,362840,733.42819
2005,362840,578.2619758
2006,362840,958.7176193
2009,363596,822.0709612
2010,363596,732.2145096
2011,363596,700.1330253
2012,363596,863.3789197
2013,363596,912.0925227
2014,363596,1113.982711
2015,363596,758.3340917
2016,363596,793.3108033
2017,363596,672.9837407
2018,363596,944.6260226
1990,363618,641.865003
1991,363618,678.9327178
1992,363618,823.6418146
1993,363618,805.1400138
1994,363618,1071.742439
1995,363618,824.1712958
1996,363618,730.4922056
1997,363618,750.5366337
1998,363618,839.3627558
1999,363618,1085.752752
2000,363618,1103.801492
2001,363618,995.203121
2002,363618,915.6335268
2003,363618,761.9860404
2004,363618,690.3884125
2005,363618,515.575537
2006,363618,938.1743128
2001,362498,1051.679532
2002,362498,991.0017045
2003,362498,815.6739914
2004,362498,723.9137674
2005,362498,572.7901755
2006,362498,947.6696803
2007,362498,839.7715821
2008,362498,998.3028851
2009,362498,850.4413791
2010,362498,732.2252325
2011,362498,741.1579852
2012,362498,866.9267447
2013,362498,877.4084863
2014,362498,1086.200904
2015,362498,767.2359557
2016,362498,800.3969969
2017,362498,649.9161608
2018,362498,940.0439941
1990,362499,652.9290397
1991,362499,708.6268229
1992,362499,744.9233474
1993,362499,783.3798139
1994,362499,1082.743238
1995,362499,822.2061435
1996,362499,698.6069777
1997,362499,703.4228556
1998,362499,864.2146018
2009,363414,847.9318941
2010,363414,731.1438014
2011,363414,742.2141733
2012,363414,876.6854277
2013,363414,852.6893823
2014,363414,1073.583407
2015,363414,777.1940187
2016,363414,808.6558522
2017,363414,613.0155461
2018,363414,933.8986533
1990,363437,642.8553061
1991,363437,729.3733224
1992,363437,707.8343101
1993,363437,782.2522607
1994,363437,1089.609484
1995,363437,825.1914444
1996,363437,692.3002368
1997,363437,694.2515968
1998,363437,861.7272461
1999,363437,1170.411985
2000,363437,1176.636702
2001,363437,1062.202583
2002,363437,1001.522314
2003,363437,827.4309923
2004,363437,732.1394579
2005,363437,577.3738727
2006,363437,954.071021
2007,363243,801.4618664
2008,363243,964.7481043
2009,363243,825.1914444
2010,363243,730.7591126
2011,363243,709.7937339
2012,363243,856.7365193
2013,363243,906.2567969
2014,363243,1115.623187
2015,363243,751.8910059
2016,363243,796.8381462
2017,363243,682.1282401
2018,363243,940.7691729
1990,363277,644.0228242
1991,363277,735.694422
1992,363277,709.1695624
1993,363277,777.8227186
1994,363277,1085.304971
1995,363277,812.8495253
1996,363277,698.6265003
1997,363277,692.5495519
1998,363277,859.8600148
1999,363277,1151.516547
2000,363277,1153.21632
2001,363277,1043.797754
2002,363277,984.1938468
2003,363277,814.7303243
2004,363277,728.7461194
2007,362840,851.9338899
2008,362840,1002.747528
2009,362840,848.4786777
2010,362840,730.129525
2011,362840,744.4907683
2012,362840,876.6393155
2013,362840,873.8967054
2014,362840,1072.662133
2015,362840,778.2827968
2016,362840,810.5961124
2017,362840,611.5459883
2018,362840,934.1429239
1990,362855,643.8984186
1991,362855,722.2511123
1992,362855,704.6123927
1993,362855,782.2277847
1994,362855,1091.059856
1995,362855,830.0546176
1996,362855,691.2760957
1997,362855,695.6231392
1998,362855,863.4534685
1999,362855,1172.827923
2000,362855,1182.284647
2001,362855,1067.600461
2002,362855,1008.735651
2003,362855,833.2777815
2004,362855,733.42819
2001,363116,1050.420168
2002,363116,994.0555478
2003,363116,822.1926233
2004,363116,731.293512
2005,363116,575.0232884
2006,363116,946.5215334
2007,363116,841.1277841
2008,363116,1001.5825
2009,363116,853.7085098
2010,363116,732.5792651
2011,363116,745.4342154
2012,363116,877.5162779
2013,363116,893.8787185
2014,363116,1070.320026
2015,363116,771.3787624
2016,363116,794.0289027
2017,363116,606.4428488
2018,363116,918.0713158
1990,363160,644.6289516
1991,363160,715.9938711
1992,363160,729.7885073
1993,363160,782.5705879
1994,363160,1086.200904
1995,363160,818.7460086
1996,363160,688.695748
1997,363160,692.9814835
1998,363160,861.3264427
1999,362499,1131.7082
2000,362499,1164.334117
2001,362499,1054.696564
2002,362499,992.2406779
2003,362499,820.0350975
2004,362499,725.6894049
2005,362499,578.1081987
2006,362499,951.7645715
2007,362499,838.7291576
2008,362499,999.7200784
2009,362499,852.7766407
2010,362499,736.8762343
2011,362499,743.6934793
2012,362499,873.3624454
2013,362499,879.3837279
2014,362499,1092.537966
2015,362499,770.7010297
2016,362499,808.3290222
2017,362499,654.7502128
2018,362499,944.4297533
1990,362500,638.4554486
1991,362500,690.6268129
1992,362500,760.3406326
1993,362500,780.3842612
1994,362500,1071.696496
1995,362500,812.5985276
1996,362500,696.7378733
2007,363618,790.8889592
2008,363618,940.9993413
2009,363618,815.4212466
2010,363618,731.7644304
2011,363618,691.591629
2012,363618,862.7085598
2013,363618,916.4054911
2014,363618,1116.470168
2015,363618,765.7554177
2016,363618,796.4192988
2017,363618,667.0402092
2018,363618,942.3649591
1990,363644,651.1858094
1991,363644,703.9378282
1992,363644,768.7340488
1993,363644,789.9642936
1994,363644,1080.426985
1995,363644,816.8466452
1996,363644,703.5119316
1997,363644,713.0734894
1998,363644,860.6444506
1999,363644,1114.901777
2000,363644,1147.604948
2001,363644,1036.140584
2002,363644,964.4689634
2003,363644,795.3677781
2004,363644,712.2101305
2005,363277,572.7704909
2006,363277,940.2738077
2007,363277,833.8197282
2008,363277,998.8213908
2009,363277,854.7592998
2010,363277,734.5919342
2011,363277,747.1942855
2012,363277,881.4766497
2013,363277,892.1402444
2014,363277,1072.892303
2015,363277,771.0338021
2016,363277,782.3379387
2017,363277,599.2114377
2018,363277,906.6511932
1990,363278,642.921435
1991,363278,729.3520436
1992,363278,707.7341184
1993,363278,782.1788374
1994,363278,1089.633229
1995,363278,825.15059
1996,363278,692.4632302
1997,363278,694.3094398
1998,363278,861.7123949
1999,363278,1170.165461
2000,363278,1176.387549
2001,363278,1062.02209
2002,363278,1001.401963
2003,362270,815.9535233
2004,362270,726.1004052
2005,362270,572.1151096
2006,362270,946.1095973
2007,362270,840.4915194
2008,362270,996.6313859
2009,362270,849.9209574
2010,362270,730.2894868
2011,362270,741.3557915
2012,362270,866.7163584
2013,362270,869.4896096
2014,362270,1080.800657
2015,362270,769.7044335
2016,362270,800.768738
2017,362270,639.9017111
2018,362270,937.347681
1990,363855,655.3337615
1991,363855,713.9695278
1992,363855,781.518647
1993,363855,795.6842089
1994,363855,1097.502085
1995,363855,819.4034743
1996,363855,710.5603479
1997,363855,718.0400379
1998,363855,870.7160769
1999,363855,1119.394631
2000,363855,1150.69502
2007,363437,847.0556346
2008,363437,1000.560314
2009,363437,850.0076501
2010,363437,731.1224191
2011,363437,744.6459953
2012,363437,877.2853283
2013,363437,878.4412938
2014,363437,1072.294066
2015,363437,774.9895376
2016,363437,798.6710114
2017,363437,605.4001695
2018,363437,925.7030715
1990,363449,647.2659486
1991,363449,709.934828
1992,363449,756.5097665
1993,363449,784.4613888
1994,363449,1080.917483
1995,363449,812.2289186
1996,363449,694.2997987
1997,363449,701.5082427
1998,363449,861.5342201
1999,363449,1126.379815
2000,363449,1158.775406
2001,363449,1048.218029
2002,363449,977.8994719
2003,363449,803.1096405
2004,363449,713.5008633
2005,362855,578.2619758
2006,362855,958.7176193
2007,362855,851.9338899
2008,362855,1002.747528
2009,362855,848.4786777
2010,362855,730.129525
2011,362855,744.4907683
2012,362855,876.6393155
2013,362855,873.8967054
2014,362855,1072.662133
2015,362855,778.2827968
2016,362855,810.5961124
2017,362855,611.5459883
2018,362855,934.1429239
1990,362856,629.2078273
1991,362856,675.2285649
1992,362856,781.7141428
1993,362856,783.7604828
1994,362856,1062.292853
1995,362856,813.140348
1996,362856,705.736224
1997,362856,720.6687806
1998,362856,843.0139435
1999,362856,1098.707919
2000,362856,1114.653231
2001,362856,1010.672704
2002,362856,940.1500479
2003,363278,827.3762245
2004,363278,732.1608997
2005,363278,577.3605386
2006,363278,954.0164091
2007,363278,846.9838904
2008,363278,1000.620385
2009,363278,850.1088139
2010,363278,731.1544929
2011,363278,744.7014492
2012,363278,877.3930897
2013,363278,878.9199831
2014,363278,1072.317063
2015,363278,775.0255758
2016,363278,798.6582541
2017,363278,605.4441538
2018,363278,925.5831174
1990,363279,643.6497516
1991,363279,725.5946248
1992,363279,713.1243404
1993,363279,783.8096283
1994,363279,1092.728981
1995,363279,828.8987252
1996,363279,691.3525622
1997,363279,695.3909488
1998,363279,863.4534685
1999,363279,1172.993009
2000,363279,1181.753723
1999,363160,1152.153375
2000,363160,1168.415395
2001,363160,1057.328343
2002,363160,993.4037988
2003,363160,818.076212
2004,363160,724.1339358
2005,363160,572.0103877
2006,363160,948.6585967
2007,363160,838.6025527
2008,363160,998.1833064
2009,363160,846.1525444
2010,363160,730.1401869
2011,363160,741.6637
2012,363160,873.4387283
2013,363160,855.5198138
2014,363160,1078.446175
2015,363160,773.6943907
2016,363160,805.6589485
2017,363160,624.8359806
2018,363160,933.4104953
1990,364026,658.4752347
1991,364026,717.1749046
1992,364026,776.3975155
1993,364026,788.2208279
1994,364026,1086.295299
1995,364026,816.9801147
1996,364026,699.1540236
1997,362500,706.9136152
1998,362500,853.3005666
1999,362500,1111.308677
2000,362500,1143.405978
2001,362500,1035.110964
2002,362500,967.4173826
2003,362500,794.3947506
2004,362500,711.1161679
2005,362500,552.6571757
2006,362500,939.0729472
2007,362500,819.8199675
2008,362500,990.6482802
2009,362500,841.4250374
2010,362500,730.9834652
2011,362500,733.4604665
2012,362500,858.811405
2013,362500,896.7483903
2014,362500,1103.387399
2015,362500,756.0636303
2016,362500,796.0896078
2017,362500,673.4278826
2018,362500,939.0376742
1990,362511,652.9290397
1991,362511,708.6268229
1992,362511,744.9233474
1993,362511,783.3798139
1994,362511,1082.743238
2001,363855,1038.119757
2002,363855,964.1713911
2003,363855,791.5024299
2004,363855,714.2653067
2005,363855,557.7742576
2006,363855,942.0276202
2007,363855,817.99591
2008,363855,995.8969048
2009,363855,846.5966813
2010,363855,743.6824179
2011,363855,738.3452207
2012,363855,864.902266
2013,363855,907.6551637
2014,363855,1097.694841
2015,363855,773.5387852
2016,363855,797.7407981
2017,363855,649.6037417
2018,363855,932.0359393
1990,363873,642.5083526
1991,363873,736.1059993
1992,363873,714.6123942
1993,363873,776.6869641
1994,363873,1081.572173
1995,363873,803.058045
1996,363873,688.2407191
1997,363873,686.9924843
1998,363873,858.000858
2005,363644,559.1652781
2006,363644,944.4475926
2007,363644,816.5264963
2008,363644,992.2997539
2009,363644,842.8860418
2010,363644,736.7459405
2011,363644,734.4948145
2012,363644,866.1758337
2013,363644,893.639077
2014,363644,1099.263493
2015,363644,763.1490583
2016,363644,800.9483228
2017,363644,664.4783181
2018,363644,939.9556341
1990,363687,643.6331806
1991,363687,734.1389285
1992,363687,710.2373613
1993,363687,778.3918425
1994,363687,1085.352088
1995,363687,812.7174019
1996,363687,692.6550855
1997,363687,690.9226581
1998,363687,859.5939278
1999,363687,1152.923815
2000,363687,1156.096095
2001,363687,1043.275049
2002,363687,984.4263748
2003,362856,776.916264
2004,362856,699.7606818
2005,362856,533.8515252
2006,362856,934.4571738
2007,362856,805.334536
2008,362856,975.2101578
2009,362856,837.4507998
2010,362856,729.2775776
2011,362856,723.8089723
2012,362856,857.7064928
2013,362856,902.9508434
2014,362856,1117.168648
2015,362856,746.9933518
2016,362856,797.5880936
2017,362856,688.1649394
2018,362856,941.6018531
1990,362872,643.8155082
1991,362872,723.3796296
1992,362872,706.5440106
1993,362872,782.5950853
1994,362872,1091.488572
1995,362872,829.5450775
1996,362872,691.4386072
1997,362872,695.681211
1998,362872,863.2149578
1999,362872,1172.690386
2000,362872,1181.64201
2001,363279,1068.330413
2002,363279,1007.414571
2003,363279,832.2237017
2004,363279,733.3421334
2005,363279,578.6635187
2006,363279,959.8955634
2007,363279,851.3971427
2008,363279,1002.144589
2009,363279,850.1666327
2010,363279,730.9727786
2011,363279,743.7045411
2012,363279,877.4238835
2013,363279,863.0808534
2014,363279,1073.399025
2015,363279,777.8590208
2016,363279,808.9305938
2017,363279,610.6422735
2018,363279,934.0556697
1990,363310,632.4790649
1991,363310,671.4203226
1992,363310,807.402264
1993,363310,796.8889456
1994,363310,1064.463936
1995,363310,819.9678573
1996,363310,720.8350153
1997,363310,738.9126162
1998,363310,838.293235
2005,363449,562.8475584
2006,363449,941.1056109
2007,363449,824.1848812
2008,363449,997.1481563
2009,363449,843.8106489
2010,363449,733.6541848
2011,363449,738.3234152
2012,363449,868.0706262
2013,363449,877.6086918
2014,363449,1089.324619
2015,363449,766.2248104
2016,363449,798.3139609
2017,363449,647.391659
2018,363449,932.1054398
1990,363478,637.6005815
1991,363478,678.0304571
1992,363478,808.420508
1993,363478,800.08961
1994,363478,1070.801388
1995,363478,821.5846725
1996,363478,721.9069895
1997,363478,739.863865
1998,363478,841.694162
1999,363478,1089.751972
2000,363478,1106.904873
2001,363478,999.5601935
2002,363478,923.0712426
2003,363687,814.3057229
2004,363687,726.2375087
2005,363687,572.1020172
2006,363687,940.8930957
2007,363687,833.6529003
2008,363687,996.3930571
2009,363687,852.2824123
2010,363687,732.879925
2011,363687,745.3786524
2012,363687,880.7158458
2013,363687,881.352347
2014,363687,1072.961373
2015,363687,772.0100052
2016,363687,781.2866228
2017,363687,597.9645287
2018,363687,907.4080796
1990,363703,642.5083526
1991,363703,730.9727786
1992,363703,709.7332822
1993,363703,781.2133806
1994,363703,1087.736855
1995,363703,820.3849246
1996,363703,690.9990464
1997,363703,692.3194085
1998,363703,860.926012
1999,363703,1164.496821
2000,363703,1170.466782
1997,364026,708.8076438
1998,364026,869.4744896
1999,364026,1127.955243
2000,364026,1161.440186
2001,364026,1051.945046
2002,364026,971.0246252
2003,364026,803.6259603
2004,364026,714.2142929
2005,364026,565.3614356
2006,364026,939.8496241
2007,364026,820.1427048
2008,364026,999.140739
2009,364026,848.4210884
2010,364026,745.7900154
2011,364026,742.6772028
2012,364026,871.2622848
2013,364026,879.1054223
2014,364026,1090.702849
2015,364026,767.8132678
2016,364026,798.7348041
2017,364026,646.7050378
2018,364026,933.2014409
1990,364027,658.4752347
1991,364027,717.1749046
1992,364027,776.3975155
1993,364027,788.2208279
1994,364027,1086.295299
1995,362511,822.2061435
1996,362511,698.6069777
1997,362511,703.4228556
1998,362511,864.2146018
1999,362511,1131.7082
2000,362511,1164.334117
2001,362511,1054.696564
2002,362511,992.2406779
2003,362511,820.0350975
2004,362511,725.6894049
2005,362511,578.1081987
2006,362511,951.7645715
2007,362511,838.7291576
2008,362511,999.7200784
2009,362511,852.7766407
2010,362511,736.8762343
2011,362511,743.6934793
2012,362511,873.3624454
2013,362511,879.3837279
2014,362511,1092.537966
2015,362511,770.7010297
2016,362511,808.3290222
2017,362511,654.7502128
2018,362511,944.4297533
1990,362520,643.8984186
1991,362520,722.2511123
1992,362520,704.6123927
1999,363873,1143.95534
2000,363873,1148.422068
2001,363873,1033.805438
2002,363873,973.7856892
2003,363873,804.4534543
2004,363873,717.5557182
2005,363873,568.13017
2006,363873,933.3059564
2007,363873,824.1441263
2008,363873,989.2958192
2009,363873,847.2709403
2010,363873,730.9193504
2011,363873,740.5871375
2012,363873,877.1314294
2013,363873,866.3709454
2014,363873,1071.742439
2015,363873,770.5466258
2016,363873,773.1918908
2017,363873,593.246482
2018,363873,900.9009009
1990,363874,641.8402845
1991,363874,733.9772761
1992,363874,713.297288
1993,363874,779.2774539
1994,363874,1084.198885
1995,363874,811.3721927
1996,363874,688.5534868
2011,362589,743.6934793
2012,362589,873.3624454
2013,362589,879.3837279
2014,362589,1092.537966
2015,362589,770.7010297
2016,362589,808.3290222
2017,362589,654.7502128
2018,362589,944.4297533
1990,362599,643.8984186
1991,362599,722.2511123
1992,362599,704.6123927
1993,362599,782.2277847
1994,362599,1091.059856
1995,362599,830.0546176
1996,362599,691.2760957
1997,362599,695.6231392
1998,362599,863.4534685
1999,362599,1172.827923
2000,362599,1182.284647
2001,362599,1067.600461
2002,362599,1008.735651
2003,362599,833.2777815
2004,362599,733.42819
2005,362599,578.2619758
2006,362599,958.7176193
2007,362599,851.9338899
2008,362599,1002.747528
1995,364027,816.9801147
1996,364027,699.1540236
1997,364027,708.8076438
1998,364027,869.4744896
1999,364027,1127.955243
2000,364027,1161.440186
2001,364027,1051.945046
2002,364027,971.0246252
2003,364027,803.6259603
2004,364027,714.2142929
2005,364027,565.3614356
2006,364027,939.8496241
2007,364027,820.1427048
2008,364027,999.140739
2009,364027,848.4210884
2010,364027,745.7900154
2011,364027,742.6772028
2012,364027,871.2622848
2013,364027,879.1054223
2014,364027,1090.702849
2015,364027,767.8132678
2016,364027,798.7348041
2017,364027,646.7050378
2018,364027,933.2014409
1990,364075,643.9813503
1991,364075,727.4314396
1992,364075,720.0979333
2009,362599,848.4786777
2010,362599,730.129525
2011,362599,744.4907683
2012,362599,876.6393155
2013,362599,873.8967054
2014,362599,1072.662133
2015,362599,778.2827968
2016,362599,810.5961124
2017,362599,611.5459883
2018,362599,934.1429239
1990,362600,630.3580434
1991,362600,679.8743592
1992,362600,764.9821759
1993,362600,779.6663028
1994,362600,1065.257686
1995,362600,811.8069198
1996,362600,697.1070059
1997,362600,710.0658941
1998,362600,847.127391
1999,362600,1103.460452
2000,362600,1129.228962
2001,362600,1024.254343
2002,362600,956.3155076
2003,362600,786.769681
2004,362600,705.7760714
2005,362600,543.5846144
2006,362600,934.998878
1993,364075,784.4860048
1994,364075,1091.393273
1995,364075,824.4974688
1996,364075,689.8169226
1997,364075,693.3081894
1998,364075,862.9318974
1999,364075,1167.051794
2000,364075,1176.470588
2001,364075,1063.467756
2002,364075,1000.760578
2003,364075,826.2960453
2004,364075,728.7036362
2005,364075,576.8010613
2006,364075,954.1802637
2007,364075,845.265667
2008,364075,999.5601935
2009,364075,847.127391
2010,364075,730.9834652
2011,364075,741.0151908
2012,364075,877.2237622
2013,364075,853.9563799
2014,364075,1073.214707
2015,364075,777.4357061
2016,364075,805.3604794
2017,364075,609.6520106
2018,364075,931.6885924
1990,364076,652.2987006
1997,363874,688.695748
1998,363874,859.4314002
1999,363874,1153.402537
2000,363874,1158.909698
2001,363874,1043.754175
2002,363874,984.5814544
2003,363874,812.8230972
2004,363874,721.9382598
2005,363874,570.9261564
2006,363874,940.6983745
2007,363874,831.8498677
2008,363874,994.7873145
2009,363874,848.5506754
2010,363874,730.2041651
2011,363874,742.3353871
2012,363874,877.5008775
2013,363874,865.6060108
2014,363874,1073.122572
2015,363874,772.4632308
2016,363874,782.840144
2017,363874,597.3144741
2018,363874,910.9127346
1990,363875,642.2360089
1991,363875,729.6820046
1992,363875,714.591968
1993,363875,782.3134574
1994,363875,1088.660512
1999,363310,1089.538254
2000,363310,1100.134216
2001,363310,994.7873145
2002,363310,921.8968951
2003,363310,767.2359557
2004,363310,692.415283
2005,363310,521.6756221
2006,363310,936.0316004
2007,363310,797.9572295
2008,363310,955.5296501
2009,363310,827.595339
2010,363310,731.9679691
2011,363310,707.3736631
2012,363310,861.682694
2013,363310,909.3554489
2014,363310,1112.619328
2015,363310,754.1819389
2016,363310,792.9208031
2017,363310,677.3874521
2018,363310,945.1795841
1990,363364,646.9058493
1991,363364,709.0790481
1992,363364,749.2657196
1993,363364,783.0240388
1994,363364,1080.730574
1995,363364,814.1466115
1996,363364,693.9432632
2001,363703,1055.787829
2002,363703,995.6192752
2003,363703,822.3548955
2004,363703,728.586833
2005,363703,575.1291165
2006,363703,949.4151603
2007,363703,841.7650129
2008,363703,998.5620706
2009,363703,849.5021917
2010,363703,730.8018358
2011,363703,743.8483739
2012,363703,877.362298
2013,363703,873.9730816
2014,363703,1072.570092
2015,363703,774.1136399
2016,363703,793.15979
2017,363703,602.5911419
2018,363703,920.5560158
1990,364251,646.2787271
1991,364251,724.4067109
1992,364251,729.4158838
1993,364251,783.9693938
1994,364251,1091.107474
1995,364251,821.5846725
1996,364251,690.8940169
1997,364251,693.8084534
1998,364251,863.9756704
1993,362520,782.2277847
1994,362520,1091.059856
1995,362520,830.0546176
1996,362520,691.2760957
1997,362520,695.6231392
1998,362520,863.4534685
1999,362520,1172.827923
2000,362520,1182.284647
2001,362520,1067.600461
2002,362520,1008.735651
2003,362520,833.2777815
2004,362520,733.42819
2005,362520,578.2619758
2006,362520,958.7176193
2007,362520,851.9338899
2008,362520,1002.747528
2009,362520,848.4786777
2010,362520,730.129525
2011,362520,744.4907683
2012,362520,876.6393155
2013,362520,873.8967054
2014,362520,1072.662133
2015,362520,778.2827968
2016,362520,810.5961124
2017,362520,611.5459883
2018,362520,934.1429239
1990,362521,627.2738678
2003,363478,766.9770367
2004,363478,693.3466456
2005,363478,522.4769588
2006,363478,939.4964299
2007,363478,797.893561
2008,363478,955.694025
2009,363478,822.7879346
2010,363478,731.5824128
2011,363478,703.8882789
2012,363478,860.1114704
2013,363478,909.5208644
2014,363478,1114.702932
2015,363478,755.61802
2016,363478,794.9883932
2017,363478,676.9472387
2018,363478,942.7025396
1990,363512,642.8222468
1991,363512,728.586833
1992,363512,708.9181908
1993,363512,782.4848589
1994,363512,1090.298524
1995,363512,825.7092843
1996,363512,691.8308612
1997,363512,694.4347995
1998,363512,862.0541025
1999,363512,1170.713433
2000,363512,1177.384793
1991,364076,727.9503829
1992,364076,751.9701618
1993,364076,786.3118827
1994,364076,1090.940827
1995,364076,811.6883117
1996,364076,692.9622751
1997,364076,697.6322362
1998,364076,868.7644432
1999,364076,1140.094856
2000,364076,1161.224395
2001,364076,1049.119788
2002,364076,980.6036596
2003,364076,808.4989409
2004,364076,715.5430256
2005,364076,573.5128811
2006,364076,941.5486592
2007,364076,827.2803984
2008,364076,993.6406995
2009,364076,844.1240525
2010,364076,737.5066376
2011,364076,737.3869954
2012,364076,876.3013074
2013,364076,862.083829
2014,364076,1079.400717
2015,364076,775.4582959
2016,364076,798.1100753
2017,364076,623.6746913
2001,362872,1067.372556
2002,362872,1007.719129
2003,362872,832.6117365
2004,362872,733.5465509
2005,362872,578.4225261
2006,362872,958.883093
2007,362872,851.6001567
