YearValue,HydroID,Atm,Min,Man,Fix,Soil,Sd,Ps
2007,364817,4.385,14.786,13.017,1.592,1.336,0.847,0.044
2008,364817,3.894,14.674,13.466,1.573,1.336,0.866,0.03
2009,364817,3.872,12.429,15.086,1.817,1.336,0.885,0.015
2010,364817,3.723,13.662,14.56,2.082,1.336,0.904,0
2011,364817,3.538,14.306,14.202,1.513,1.336,0.792,0
2018,364335,1.393,4.386,6.092,0.538,0.448,0.074,0
1990,364362,0.249,0.747,0.568,0.077,0.056,0.058,0
1991,364362,0.249,0.752,0.54,0.077,0.056,0.059,0
1992,364362,0.249,0.704,0.572,0.078,0.056,0.06,0
1993,364362,0.249,0.639,0.528,0.076,0.056,0.06,0
1994,364362,0.249,0.63,0.537,0.077,0.056,0.061,0
1995,364362,0.249,0.645,0.578,0.075,0.056,0.062,0
1996,364362,0.249,0.7,0.606,0.076,0.056,0.051,0.011
1997,364362,0.249,0.747,0.552,0.082,0.056,0.041,0.023
1998,364362,0.249,0.758,0.537,0.084,0.056,0.031,0.034
1999,364362,0.249,0.749,0.505,0.082,0.056,0.02,0.046
2000,364362,0.249,0.814,0.489,0.084,0.056,0.01,0.057
2001,364362,0.238,0.802,0.462,0.088,0.056,0.008,0.056
2002,364362,0.25,0.743,0.499,0.087,0.056,0.006,0.055
2003,364362,0.236,0.731,0.51,0.09,0.056,0.004,0.054
2004,364362,0.237,0.74,0.516,0.086,0.056,0.002,0.053
2005,364362,0.223,0.709,0.523,0.082,0.056,0,0.051
2006,364362,0.25,0.617,0.551,0.083,0.056,0.003,0.049
2007,364362,0.24,0.62,0.546,0.067,0.056,0.006,0.047
2008,364362,0.217,0.615,0.564,0.066,0.056,0.009,0.045
2009,364362,0.221,0.521,0.632,0.076,0.056,0.012,0.042
2010,364362,0.219,0.573,0.61,0.087,0.056,0.015,0.04
2011,364362,0.208,0.6,0.595,0.063,0.056,0.015,0.033
2012,364362,0.188,0.671,0.554,0.063,0.056,0.015,0.027
2013,364362,0.231,0.62,0.572,0.063,0.056,0.015,0.02
2014,364362,0.196,0.679,0.499,0.062,0.056,0.015,0.013
2015,364362,0.212,0.663,0.594,0.067,0.056,0.015,0.007
1991,365305,32.166,148.615,106.719,15.169,11.072,2.706,0.354
1992,365305,32.166,139.093,113,15.323,11.072,2.437,0.707
1993,365305,32.166,126.373,104.318,15.064,11.072,2.169,1.061
1994,365305,32.166,124.612,106.093,15.178,11.072,1.901,1.414
1995,365305,32.166,127.482,114.354,14.864,11.072,1.633,1.768
1996,365305,32.166,136.658,118.247,14.845,10.928,1.848,1.669
1997,365305,32.166,145.823,107.695,16.096,10.928,2.062,1.57
1998,365305,32.166,147.893,104.818,16.488,10.928,2.277,1.471
1999,365305,32.166,146.246,98.482,15.974,10.928,2.491,1.372
2000,365305,32.166,158.751,95.416,16.356,10.928,2.706,1.273
2001,365305,28.887,156.456,90.205,17.128,10.928,2.74,1.245
2002,365305,31.746,145.084,97.325,16.976,10.928,2.773,1.216
2003,365305,28.077,142.664,99.572,17.514,10.928,2.807,1.188
2004,365305,28.944,143.653,100.224,16.618,10.868,2.841,1.159
2005,365305,25.781,137.692,101.451,15.995,10.868,2.875,1.131
2006,365305,30.25,119.747,107.014,16.181,10.868,3.077,0.978
2007,365305,29.947,120.281,105.888,12.952,10.868,3.279,0.825
2008,365305,26.843,119.365,109.542,12.795,10.868,3.481,0.673
2009,365305,26.725,101.107,122.721,14.782,10.868,3.683,0.52
2010,365305,26.363,111.136,118.443,16.935,10.868,3.885,0.368
2011,365305,24.579,116.377,115.529,12.311,10.868,3.551,0.306
2012,365305,22.68,130.128,107.509,12.185,10.868,3.218,0.245
2013,365305,28.666,120.331,111.084,12.19,10.868,2.884,0.184
2014,365305,23.728,131.752,96.891,11.969,10.868,2.551,0.123
2015,365305,25.43,128.743,115.201,13.013,10.868,2.217,0.061
2016,365305,21.92,128.935,115.372,13.033,10.868,1.884,0
2017,365305,21.306,106.404,147.785,13.048,10.868,1.884,0
2001,364894,17.612,96.611,55.701,10.577,6.748,3.723,0.521
2002,364894,19.233,89.589,60.098,10.482,6.748,3.455,0.708
2003,364894,17.803,88.095,61.485,10.815,6.748,3.188,0.895
2004,364894,17.879,88.772,61.935,10.269,6.716,2.92,1.082
2005,364894,16.405,85.088,62.693,9.884,6.716,2.652,1.269
2006,364894,18.748,73.999,66.131,9.999,6.716,2.65,1.381
2007,364894,18.416,74.329,65.435,8.004,6.716,2.649,1.493
2008,364894,16.308,73.763,67.693,7.907,6.716,2.647,1.605
2009,364894,16.406,62.48,75.837,9.135,6.716,2.645,1.717
2010,364894,16.552,68.473,72.975,10.434,6.696,2.644,1.829
2011,364894,15.829,71.702,71.18,7.585,6.696,2.354,1.525
2012,364894,13.764,80.174,66.239,7.507,6.696,2.065,1.22
2013,364894,17.506,74.138,68.441,7.511,6.696,1.775,0.915
2014,364894,14.656,81.175,59.697,7.375,6.696,1.485,0.61
2015,364894,15.558,79.321,70.978,8.018,6.696,1.196,0.305
2016,364894,13.727,79.439,71.083,8.03,6.696,0.906,0
2017,364894,13.29,65.558,91.053,8.039,6.696,0.906,0
2018,364894,16.474,65.558,91.053,8.039,6.696,0.906,0
1990,364918,0.82,3.414,2.596,0.353,0.256,0.035,0
1991,364918,0.82,3.436,2.467,0.351,0.256,0.036,0
1992,364918,0.82,3.216,2.613,0.354,0.256,0.036,0
1993,364918,0.82,2.922,2.412,0.348,0.256,0.037,0
1994,364918,0.82,2.881,2.453,0.351,0.256,0.038,0
1995,364918,0.82,2.948,2.644,0.344,0.256,0.038,0
1996,364918,0.82,3.201,2.77,0.348,0.256,0.04,0
1997,364918,0.82,3.416,2.523,0.377,0.256,0.042,0
1998,364918,0.82,3.465,2.455,0.386,0.256,0.044,0
2010,364177,0.879,2.577,2.746,0.393,0.252,0.232,0
2011,364177,0.83,2.698,2.679,0.285,0.252,0.206,0
2012,364177,0.804,3.017,2.493,0.283,0.252,0.181,0
2013,364177,0.966,2.79,2.576,0.283,0.252,0.155,0
2014,364177,0.844,3.055,2.247,0.278,0.252,0.129,0
2015,364177,0.888,2.985,2.671,0.302,0.252,0.103,0
2016,364177,0.773,2.99,2.675,0.302,0.252,0.077,0
2017,364177,0.761,2.467,3.427,0.303,0.252,0.077,0
2018,364177,0.944,2.467,3.427,0.303,0.252,0.077,0
1990,364178,4.494,16.856,12.819,1.744,1.264,0.353,0
1991,364178,4.494,16.966,12.183,1.732,1.264,0.353,0
1992,364178,4.494,15.879,12.9,1.749,1.264,0.352,0
1993,364178,4.494,14.427,11.909,1.72,1.264,0.352,0
1994,364178,4.494,14.226,12.112,1.733,1.264,0.352,0
1995,364178,4.494,14.554,13.055,1.697,1.264,0.351,0
1996,364178,4.494,15.807,13.677,1.717,1.264,0.359,0.012
1997,364178,4.494,16.867,12.457,1.862,1.264,0.366,0.024
1998,364178,4.494,17.106,12.124,1.907,1.264,0.374,0.036
1999,364178,4.494,16.916,11.391,1.848,1.264,0.381,0.048
2000,364178,4.494,18.362,11.036,1.892,1.264,0.389,0.06
2001,364178,4.24,18.097,10.434,1.981,1.264,0.387,0.06
2002,364178,4.338,16.781,11.257,1.963,1.264,0.385,0.06
2003,364178,4.044,16.501,11.517,2.026,1.264,0.384,0.059
2004,364178,3.964,16.708,11.657,1.933,1.264,0.382,0.059
2005,364178,3.679,16.014,11.799,1.86,1.264,0.38,0.059
2006,364178,4.158,13.927,12.446,1.882,1.264,0.395,0.047
2007,364178,4.238,13.989,12.315,1.506,1.264,0.41,0.035
2018,365131,0.952,3.955,5.494,0.485,0.404,0.193,0
1990,365146,1.643,6.028,4.584,0.624,0.452,0.16,0
1991,365146,1.643,6.067,4.357,0.619,0.452,0.167,0
1992,365146,1.643,5.678,4.613,0.626,0.452,0.173,0
1993,365146,1.643,5.159,4.259,0.615,0.452,0.18,0
1994,365146,1.643,5.087,4.331,0.62,0.452,0.186,0
1995,365146,1.643,5.204,4.668,0.607,0.452,0.192,0
1996,365146,1.643,5.953,5.151,0.647,0.476,0.209,0.001
1997,365146,1.643,6.352,4.691,0.701,0.476,0.225,0.002
1998,365146,1.643,6.442,4.566,0.718,0.476,0.241,0.004
1999,365146,1.643,6.37,4.29,0.696,0.476,0.257,0.005
2000,365146,1.643,6.915,4.156,0.712,0.476,0.274,0.006
2001,365146,1.55,6.815,3.929,0.746,0.476,0.274,0.006
2002,365146,1.666,6.32,4.239,0.739,0.476,0.274,0.007
2003,365146,1.574,6.214,4.337,0.763,0.476,0.275,0.007
2004,365146,1.544,6.186,4.316,0.716,0.468,0.275,0.007
2005,365146,1.428,5.929,4.369,0.689,0.468,0.276,0.007
2006,365146,1.651,5.157,4.608,0.697,0.468,0.282,0.006
2007,365146,1.603,5.18,4.56,0.558,0.468,0.289,0.004
2008,365146,1.38,5.14,4.717,0.551,0.468,0.296,0.003
2009,365146,1.411,4.354,5.285,0.637,0.468,0.302,0.001
2010,365146,1.455,4.786,5.1,0.729,0.468,0.309,0
2011,365146,1.432,5.011,4.975,0.53,0.468,0.276,0
2012,365146,1.188,5.604,4.63,0.525,0.468,0.243,0
2013,365146,1.507,5.182,4.784,0.525,0.468,0.21,0
2014,365146,1.281,5.674,4.172,0.515,0.468,0.177,0
2015,365146,1.331,5.544,4.961,0.56,0.468,0.144,0
1995,364634,26.877,68.715,61.639,8.012,5.968,2.536,0
1996,364634,26.877,74.332,64.317,8.075,5.944,2.557,0.033
1997,364634,26.877,79.317,58.578,8.755,5.944,2.578,0.066
1998,364634,26.877,80.442,57.013,8.968,5.944,2.6,0.098
1999,364634,26.877,79.547,53.567,8.689,5.944,2.621,0.131
2000,364634,26.877,86.348,51.899,8.896,5.944,2.642,0.164
2001,364634,24.957,85.1,49.065,9.317,5.944,2.48,0.29
2002,364634,26.302,78.915,52.938,9.233,5.944,2.317,0.415
2003,364634,23.87,77.598,54.159,9.526,5.944,2.155,0.541
2004,364634,23.575,78.409,54.705,9.07,5.932,1.992,0.667
2005,364634,21.872,75.155,55.374,8.73,5.932,1.829,0.792
2006,364634,25.304,65.361,58.411,8.832,5.932,1.769,0.9
2007,364634,25.208,65.652,57.796,7.069,5.932,1.709,1.008
2008,364634,21.908,65.152,59.791,6.984,5.932,1.649,1.116
2009,364634,22.618,55.187,66.984,8.068,5.932,1.589,1.224
2010,364634,22.183,60.579,64.562,9.231,5.924,1.529,1.332
2011,364634,20.797,63.435,62.973,6.711,5.924,1.465,1.11
2012,364634,19.784,70.931,58.602,6.642,5.924,1.4,0.888
2013,364634,24.076,65.591,60.55,6.645,5.924,1.336,0.666
2014,364634,20.684,71.816,52.814,6.524,5.924,1.272,0.444
2015,364634,22.026,70.176,62.795,7.093,5.924,1.208,0.222
2016,364634,19.081,70.28,62.888,7.104,5.924,1.144,0
2017,364634,18.49,58,80.555,7.112,5.924,1.144,0
2018,364634,22.912,58,80.555,7.112,5.924,1.144,0
1990,365569,71.338,317.329,241.333,32.841,23.796,5.813,4.214
1991,365569,71.338,319.404,229.36,32.6,23.796,5.815,4.393
1992,365569,71.338,298.94,242.861,32.933,23.796,5.816,4.571
2014,363904,5.29,15.566,11.447,1.414,1.284,0.244,0.369
2015,363904,5.704,15.21,13.61,1.537,1.284,0.244,0.184
2016,363904,4.992,15.233,13.631,1.54,1.284,0.243,0
2017,363904,4.81,12.571,17.46,1.542,1.284,0.243,0
2018,363904,5.921,12.571,17.46,1.542,1.284,0.243,0
1990,363919,3.383,7.521,5.72,0.778,0.564,0.258,0.971
1991,363919,3.383,7.57,5.436,0.773,0.564,0.414,0.777
1992,363919,3.383,7.085,5.756,0.781,0.564,0.571,0.583
1993,363919,3.383,6.437,5.314,0.767,0.564,0.727,0.389
1994,363919,3.383,6.348,5.404,0.773,0.564,0.884,0.194
1995,363919,3.383,6.494,5.825,0.757,0.564,1.04,0
1996,363919,3.383,7.053,6.103,0.766,0.564,1.041,0.013
1997,363919,3.383,7.526,5.558,0.831,0.564,1.041,0.025
1998,363919,3.383,7.633,5.41,0.851,0.564,1.042,0.038
1999,363919,3.383,7.548,5.083,0.824,0.564,1.043,0.051
2000,363919,3.383,8.193,4.924,0.844,0.564,1.043,0.063
2001,363919,3.159,8.075,4.656,0.884,0.564,1.041,0.051
2002,363919,3.319,7.488,5.023,0.876,0.564,1.039,0.038
2003,363919,3.013,7.363,5.139,0.904,0.564,1.037,0.025
2004,363919,2.99,7.455,5.201,0.862,0.564,1.034,0.013
2005,363919,2.797,7.146,5.265,0.83,0.564,1.032,0
2006,363919,3.253,6.214,5.554,0.84,0.564,0.926,0.108
2007,363919,3.176,6.242,5.495,0.672,0.564,0.821,0.215
2008,363919,2.76,6.195,5.685,0.664,0.564,0.715,0.323
2009,363919,2.879,5.247,6.369,0.767,0.564,0.61,0.43
2010,363919,2.834,5.808,6.19,0.885,0.568,0.504,0.538
2011,363919,2.646,6.082,6.038,0.643,0.568,0.462,0.448
2012,364817,3.555,15.997,13.216,1.498,1.336,0.681,0
2013,364817,4.235,14.792,13.656,1.499,1.336,0.569,0
2014,364817,3.746,16.196,11.911,1.471,1.336,0.458,0
2015,364817,3.784,15.826,14.162,1.6,1.336,0.346,0
2016,364817,3.354,15.85,14.183,1.602,1.336,0.234,0
2017,364817,3.358,13.08,18.167,1.604,1.336,0.234,0
2018,364817,4.031,13.08,18.167,1.604,1.336,0.234,0
1990,364837,15.549,66.144,50.303,6.845,4.96,0.75,0.02
1991,364837,15.549,66.576,47.808,6.795,4.96,0.77,0.016
1992,364837,15.549,62.311,50.622,6.865,4.96,0.791,0.012
1993,364837,15.549,56.612,46.732,6.748,4.96,0.812,0.008
1994,364837,15.549,55.823,47.527,6.799,4.96,0.833,0.004
1995,364837,15.549,57.109,51.228,6.659,4.96,0.854,0
1996,364837,15.549,62.026,53.67,6.738,4.96,0.905,0
1997,364837,15.549,66.186,48.881,7.305,4.96,0.957,0.001
1998,364837,15.549,67.126,47.575,7.483,4.96,1.008,0.002
1999,364837,15.549,66.378,44.699,7.25,4.96,1.059,0.002
2000,364837,15.549,72.054,43.307,7.424,4.96,1.11,0.003
2001,364837,14.644,71.012,40.942,7.774,4.96,1.083,0.072
2002,364837,15.569,65.851,44.174,7.705,4.96,1.056,0.142
2003,364837,14.517,64.752,45.194,7.949,4.96,1.03,0.211
2004,364837,14.618,65.72,45.851,7.603,4.972,1.003,0.28
2005,364837,13.624,62.993,46.413,7.317,4.972,0.976,0.349
2006,364837,15.399,54.783,48.958,7.403,4.972,1.084,0.279
2007,364837,14.875,55.027,48.443,5.925,4.972,1.192,0.21
2008,364837,13.382,54.608,50.115,5.853,4.972,1.3,0.14
2009,364837,13.571,46.255,56.143,6.763,4.972,1.407,0.07
2016,364362,0.187,0.664,0.594,0.067,0.056,0.015,0
2017,364362,0.181,0.548,0.761,0.067,0.056,0.015,0
2018,364362,0.221,0.548,0.761,0.067,0.056,0.015,0
1990,364372,0.14,0.693,0.527,0.072,0.052,0.023,0
1991,364372,0.14,0.698,0.501,0.071,0.052,0.023,0
1992,364372,0.14,0.653,0.531,0.072,0.052,0.023,0
1993,364372,0.14,0.594,0.49,0.071,0.052,0.023,0
1994,364372,0.14,0.585,0.498,0.071,0.052,0.023,0
1995,364372,0.14,0.599,0.537,0.07,0.052,0.024,0
1996,364372,0.14,0.65,0.563,0.071,0.052,0.025,0
1997,364372,0.14,0.694,0.512,0.077,0.052,0.026,0
1998,364372,0.14,0.704,0.499,0.078,0.052,0.028,0
1999,364372,0.14,0.696,0.469,0.076,0.052,0.029,0
2000,364372,0.14,0.755,0.454,0.078,0.052,0.031,0
2001,364372,0.132,0.744,0.429,0.082,0.052,0.03,0
2002,364372,0.141,0.69,0.463,0.081,0.052,0.03,0
2003,364372,0.133,0.679,0.474,0.083,0.052,0.03,0
2004,364372,0.131,0.687,0.48,0.08,0.052,0.03,0
2005,364372,0.122,0.659,0.485,0.077,0.052,0.029,0
2006,364372,0.14,0.573,0.512,0.077,0.052,0.03,0
2007,364372,0.136,0.576,0.507,0.062,0.052,0.03,0
2008,364372,0.118,0.571,0.524,0.061,0.052,0.03,0
2009,364372,0.121,0.484,0.587,0.071,0.052,0.031,0
2010,364372,0.124,0.532,0.567,0.081,0.052,0.031,0
2011,364372,0.121,0.557,0.553,0.059,0.052,0.026,0
2012,364372,0.102,0.623,0.514,0.058,0.052,0.021,0
2013,364372,0.128,0.576,0.532,0.058,0.052,0.017,0
2018,365305,26.02,106.404,147.785,13.048,10.868,1.884,0
1990,365306,18.891,65.503,49.816,6.779,4.912,1.17,0.015
1991,365306,18.891,65.932,47.345,6.729,4.912,1.164,0.012
1992,365306,18.891,61.707,50.132,6.798,4.912,1.158,0.009
1993,365306,18.891,56.064,46.28,6.683,4.912,1.151,0.006
1994,365306,18.891,55.283,47.067,6.734,4.912,1.145,0.003
1995,365306,18.891,56.556,50.732,6.594,4.912,1.139,0
1996,365306,18.891,60.776,52.588,6.602,4.86,1.152,0.028
1997,365306,18.891,64.852,47.895,7.158,4.86,1.165,0.055
1998,365306,18.891,65.772,46.615,7.333,4.86,1.178,0.083
1999,365306,18.891,65.04,43.798,7.104,4.86,1.192,0.11
2000,365306,18.891,70.601,42.434,7.274,4.86,1.205,0.138
2001,365306,17.488,69.581,40.117,7.617,4.86,1.206,0.122
2002,365306,18.563,64.523,43.283,7.55,4.86,1.207,0.106
2003,365306,16.729,63.447,44.282,7.789,4.86,1.208,0.09
2004,365306,16.556,64.134,44.745,7.419,4.852,1.209,0.075
2005,365306,15.219,61.472,45.293,7.141,4.852,1.21,0.059
2006,365306,17.575,53.461,47.776,7.224,4.852,1.239,0.05
2007,365306,17.709,53.699,47.274,5.782,4.852,1.267,0.041
2008,365306,15.452,53.29,48.905,5.712,4.852,1.295,0.032
2009,365306,15.815,45.139,54.788,6.599,4.852,1.324,0.024
2010,365306,15.492,49.617,52.879,7.56,4.852,1.352,0.015
2011,365306,14.503,51.956,51.578,5.496,4.852,1.299,0.012
2012,365306,13.784,58.095,47.997,5.44,4.852,1.246,0.01
2013,365306,16.809,53.721,49.593,5.442,4.852,1.192,0.007
2014,365306,14.438,58.82,43.257,5.344,4.852,1.139,0.005
2015,365306,15.352,57.477,51.431,5.81,4.852,1.086,0.002
2014,364372,0.11,0.63,0.464,0.057,0.052,0.012,0
2015,364372,0.115,0.616,0.551,0.062,0.052,0.007,0
2016,364372,0.102,0.617,0.552,0.062,0.052,0.003,0
2017,364372,0.099,0.509,0.707,0.062,0.052,0.003,0
2018,364372,0.125,0.509,0.707,0.062,0.052,0.003,0
1990,364383,2.952,14.722,11.197,1.524,1.104,0.858,0
1991,364383,2.952,14.819,10.641,1.512,1.104,0.729,0.121
1992,364383,2.952,13.869,11.267,1.528,1.104,0.599,0.243
1993,364383,2.952,12.601,10.402,1.502,1.104,0.47,0.364
1994,364383,2.952,12.425,10.579,1.513,1.104,0.341,0.485
1995,364383,2.952,12.711,11.402,1.482,1.104,0.211,0.606
1996,364383,2.952,13.806,11.946,1.5,1.104,0.22,0.607
1997,364383,2.952,14.732,10.88,1.626,1.104,0.229,0.607
1998,364383,2.952,14.941,10.589,1.666,1.104,0.238,0.607
1999,364383,2.952,14.774,9.949,1.614,1.104,0.247,0.608
2000,364383,2.952,16.038,9.639,1.652,1.104,0.257,0.608
2001,364383,2.78,15.806,9.113,1.73,1.104,0.273,0.594
2002,364383,2.984,14.657,9.832,1.715,1.104,0.29,0.58
2003,364383,2.823,14.413,10.059,1.769,1.104,0.307,0.566
2004,364383,2.778,14.011,9.775,1.621,1.06,0.324,0.552
2005,364383,2.575,13.43,9.895,1.56,1.06,0.341,0.539
2006,364383,2.961,11.679,10.438,1.578,1.06,0.352,0.51
2007,364383,2.876,11.732,10.328,1.263,1.06,0.364,0.482
2008,364383,2.497,11.642,10.684,1.248,1.06,0.375,0.453
2009,364383,2.554,9.861,11.969,1.442,1.06,0.387,0.425
2010,364383,2.62,10.84,11.552,1.652,1.06,0.398,0.397
2011,364383,2.566,11.351,11.268,1.201,1.06,0.362,0.33
1999,364918,0.82,3.426,2.307,0.374,0.256,0.045,0
2000,364918,0.82,3.719,2.235,0.383,0.256,0.047,0
2001,364918,0.749,3.665,2.113,0.401,0.256,0.046,0.003
2002,364918,0.822,3.399,2.28,0.398,0.256,0.044,0.006
2003,364918,0.757,3.342,2.333,0.41,0.256,0.043,0.009
2004,364918,0.763,3.384,2.361,0.391,0.256,0.041,0.012
2005,364918,0.699,3.243,2.39,0.377,0.256,0.04,0.015
2006,364918,0.798,2.821,2.521,0.381,0.256,0.044,0.012
2007,364918,0.786,2.833,2.494,0.305,0.256,0.048,0.009
2008,364918,0.698,2.812,2.58,0.301,0.256,0.052,0.006
2009,364918,0.7,2.382,2.891,0.348,0.256,0.057,0.003
2010,364918,0.704,2.618,2.79,0.399,0.256,0.061,0
2011,364918,0.671,2.741,2.721,0.29,0.256,0.055,0
2012,364918,0.586,3.065,2.532,0.287,0.256,0.049,0
2013,364918,0.748,2.834,2.617,0.287,0.256,0.044,0
2014,364918,0.624,3.103,2.282,0.282,0.256,0.038,0
2015,364918,0.663,3.033,2.714,0.307,0.256,0.032,0
2016,364918,0.584,3.037,2.718,0.307,0.256,0.027,0
2017,364918,0.566,2.506,3.481,0.307,0.256,0.027,0
2018,364918,0.7,2.506,3.481,0.307,0.256,0.027,0
1990,364931,13.594,68.917,52.413,7.132,5.168,0.887,0
1991,364931,13.594,69.368,49.812,7.08,5.168,0.928,0
1992,364931,13.594,64.924,52.744,7.152,5.168,0.969,0
1993,364931,13.594,58.986,48.692,7.031,5.168,1.011,0
1994,364931,13.594,58.164,49.52,7.084,5.168,1.052,0
1995,364931,13.594,59.504,53.376,6.938,5.168,1.093,0
1996,364931,13.594,63.427,54.882,6.89,5.072,1.144,0.056
2008,364178,3.742,13.883,12.74,1.488,1.264,0.425,0.023
2009,364178,3.751,11.759,14.273,1.719,1.264,0.439,0.012
2010,364178,3.619,12.926,13.775,1.97,1.264,0.454,0
2011,364178,3.434,13.535,13.437,1.432,1.264,0.427,0
2012,364178,3.425,15.134,12.504,1.417,1.264,0.399,0
2013,364178,4.087,13.995,12.92,1.418,1.264,0.372,0
2014,364178,3.606,15.323,11.269,1.392,1.264,0.345,0
2015,364178,3.673,14.973,13.398,1.514,1.264,0.317,0
2016,364178,3.244,14.996,13.418,1.516,1.264,0.29,0
2017,364178,3.235,12.375,17.188,1.518,1.264,0.29,0
2018,364178,3.911,12.375,17.188,1.518,1.264,0.29,0
1990,364197,21.28,86.147,65.516,8.915,6.46,1.013,0.124
1991,364197,21.28,86.71,62.265,8.85,6.46,1.067,0.124
1992,364197,21.28,81.154,65.93,8.94,6.46,1.122,0.123
1993,364197,21.28,73.733,60.865,8.789,6.46,1.176,0.123
1994,364197,21.28,72.705,61.9,8.856,6.46,1.231,0.123
1995,364197,21.28,74.38,66.72,8.672,6.46,1.285,0.123
1996,364197,21.28,80.784,69.901,8.776,6.46,1.319,0.192
1997,364197,21.28,86.202,63.663,9.515,6.46,1.352,0.261
1998,364197,21.28,87.426,61.962,9.747,6.46,1.386,0.33
1999,364197,21.28,86.452,58.217,9.443,6.46,1.42,0.4
2000,364197,21.28,93.844,56.404,9.669,6.46,1.454,0.469
2001,364197,20.308,92.488,53.324,10.125,6.46,1.46,0.494
2002,364197,21.381,85.765,57.533,10.035,6.46,1.466,0.519
2003,364197,20.137,84.335,58.861,10.353,6.46,1.473,0.544
2004,364197,20.223,85.335,59.537,9.872,6.456,1.479,0.57
2005,364197,19.01,81.794,60.266,9.501,6.456,1.486,0.595
2012,364383,2.157,12.692,10.486,1.188,1.06,0.326,0.264
2013,364383,2.706,11.736,10.834,1.189,1.06,0.289,0.198
2014,364383,2.315,12.85,9.45,1.167,1.06,0.253,0.132
2015,364383,2.423,12.557,11.236,1.269,1.06,0.217,0.066
2016,364383,2.155,12.576,11.253,1.271,1.06,0.181,0
2017,364383,2.09,10.378,14.414,1.273,1.06,0.181,0
2018,364383,2.634,10.378,14.414,1.273,1.06,0.181,0
1990,364384,36.404,130.313,99.105,13.486,9.772,1.56,0.348
1991,364384,36.404,131.166,94.189,13.388,9.772,1.673,0.278
1992,364384,36.404,122.762,99.733,13.524,9.772,1.785,0.209
1993,364384,36.404,111.535,92.07,13.295,9.772,1.898,0.139
1994,364384,36.404,109.981,93.636,13.396,9.772,2.01,0.07
1995,364384,36.404,112.514,100.928,13.118,9.772,2.123,0
1996,364384,36.404,121.301,104.96,13.177,9.7,2.159,0.137
1997,364384,36.404,129.437,95.593,14.287,9.7,2.194,0.273
1998,364384,36.404,131.274,93.039,14.635,9.7,2.23,0.41
1999,364384,36.404,129.812,87.415,14.179,9.7,2.266,0.547
2000,364384,36.404,140.912,84.694,14.518,9.7,2.302,0.683
2001,364384,33.761,138.875,80.068,15.204,9.7,2.384,0.624
2002,364384,35.801,128.781,86.389,15.068,9.7,2.466,0.564
2003,364384,32.244,126.633,88.383,15.546,9.7,2.548,0.504
2004,364384,32.213,128.426,89.6,14.856,9.716,2.629,0.444
2005,364384,29.784,123.097,90.697,14.299,9.716,2.711,0.384
2006,364384,34.671,107.054,95.671,14.466,9.716,2.854,0.314
2007,364384,34.101,107.531,94.664,11.579,9.716,2.996,0.243
2008,364384,29.813,106.713,97.931,11.439,9.716,3.138,0.172
2009,364384,30.766,90.39,109.712,13.215,9.716,3.281,0.102
2012,363919,2.495,6.801,5.619,0.637,0.568,0.421,0.358
2013,363919,3.049,6.289,5.806,0.637,0.568,0.379,0.269
2014,363919,2.599,6.886,5.064,0.626,0.568,0.337,0.179
2015,363919,2.802,6.729,6.021,0.68,0.568,0.295,0.09
2016,363919,2.453,6.739,6.03,0.681,0.568,0.253,0
2017,363919,2.363,5.561,7.724,0.682,0.568,0.253,0
2018,363919,2.909,5.561,7.724,0.682,0.568,0.253,0
1990,363959,0.252,0,0,0,0,0.025,0
1991,363959,0.252,0,0,0,0,0.025,0
1992,363959,0.252,0,0,0,0,0.024,0
1993,363959,0.252,0,0,0,0,0.024,0
1994,363959,0.252,0,0,0,0,0.023,0
1995,363959,0.252,0,0,0,0,0.023,0
1996,363959,0.252,0,0,0,0,0.018,0.006
1997,363959,0.252,0,0,0,0,0.014,0.013
1998,363959,0.252,0,0,0,0,0.009,0.019
1999,363959,0.252,0,0,0,0,0.005,0.025
2000,363959,0.252,0,0,0,0,0,0.032
2001,363959,0.235,0,0,0,0,0.005,0.025
2002,363959,0.247,0,0,0,0,0.01,0.019
2003,363959,0.225,0,0,0,0,0.015,0.013
2004,363959,0.223,0,0,0,0,0.02,0.006
2005,363959,0.208,0,0,0,0,0.025,0
2006,363959,0.242,0,0,0,0,0.025,0
2007,363959,0.237,0,0,0,0,0.025,0
2008,363959,0.206,0,0,0,0,0.025,0
2009,363959,0.215,0,0,0,0,0.025,0
1993,365569,71.338,271.601,224.201,32.375,23.796,5.818,4.75
1994,365569,71.338,267.816,228.016,32.62,23.796,5.82,4.928
1995,365569,71.338,273.985,245.771,31.945,23.796,5.821,5.107
1996,365569,71.338,295.625,255.798,32.114,23.64,6.174,4.987
1997,365569,71.338,315.452,232.972,34.819,23.64,6.528,4.867
1998,365569,71.338,319.929,226.747,35.667,23.64,6.881,4.747
1999,365569,71.338,316.366,213.041,34.557,23.64,7.234,4.628
2000,365569,71.338,343.418,206.409,35.382,23.64,7.588,4.508
2001,365569,64.756,338.453,195.135,37.053,23.64,7.579,4.531
2002,365569,70.484,313.854,210.539,36.722,23.64,7.57,4.554
2003,365569,62.329,308.618,215.399,37.888,23.64,7.562,4.577
2004,365569,63.505,308.825,215.461,35.725,23.364,7.553,4.6
2005,365569,56.975,296.01,218.099,34.385,23.364,7.544,4.624
2006,365569,66.578,257.432,230.059,34.786,23.364,7.795,4.486
